patent no;patent title;chemical type 1
US2018078598;DIETARY SUPPLEMENTS CONTAINING DEHYDRATED STRAWBERRY;Vitamin B5
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Vitamin B5
US3475535;METHOD OF ANALEPTIC TREATMENT WITH 1,4-ENDOMETHYLENE - DELTA**5 - CYCLOHEXENE - 2,3-TRANS - DICARBOXYLIC ACID BIS - DIETHYL-AMIDE;Vitamin B5
US3080292;STABLE PLEASANT-TASTING VITAMIN B CONTAINING BEADLETS;Vitamin B5
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Vitamin B5
US10016363;PRE-SPRAY EMULSIONS AND POWDERS CONTAINING NON-POLAR COMPOUNDS;Vitamin B5
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;Vitamin B5
US2009137523;COMPOSITIONS FOR EXTERNAL APPLICATION, CONTAINING ADENOSYL COBALAMIN FOR IMPROVEMENT OF SKIN DISEASES;Vitamin B5
US3041289;METHOD OF MAKING WALLED CLUSTERS OF CAPSULES;Castor Oil
US2018289625;CAPSULE WITH VOLUME-ADJUSTABLE INTERNAL DIAPHRAGM;Vitamin K
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Vitamin K
US5973224;DIETETICAL COMBINATION PREPARATIONS;Vitamin K
US2015296821;FERMENTED DAIRY PRODUCT COMPRISING MICROCAPSULES AND PROCESS FOR PREPARING THE SAME;Vitamin K
US2010291206;ORAL DOSAGE FORM;Vitamin K
US2004047826;FRAGRANCE FORMULATION CONTAINING PEARLESCENT SILICONE OIL BEADS;Vitamin K
US2006115555;NUTRITIONAL SUPPLEMENTS CONTAINING XANTHONE EXTRACTS;Vitamin K
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Vitamin K
US2002172721;VITAMIN FORMULATION FOR CARDIOVASCULAR HEALTH;Vitamin K
US2015164816;FORTIFIED MICRONUTRIENT SALT FORMULATIONS;Vitamin K
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Vitamin K
US2016279058;PROTEIN-BASED GEL DELIVERY SYSTEM;Vitamin K
US4670247;PROCESS FOR PREPARING FAT-SOLUBLE VITAMIN ACTIVE BEADLETS;Vitamin K
US2013101569;HAIR GROWTH STIMULANT;Vitamin K
US2011280960;THICK PINE NEEDLE EXTRACT COMPOSITION FOR CAPSULATION;Vitamin K
US2017056339;FORMULATION OF FAT-SOLUBLE VITAMIN;Vitamin K
US5180747;STABILIZED FAT-SOLUBLE VITAMIN COMPOSITIONS;Vitamin K
US5310555;ORAL NUTRITIONAL AND DIETARY COMPOSITION;Vitamin K
US5780039;ORALLY-INGESTIBLE NUTRITION COMPOSITIONS HAVING IMPROVED PALATABILITY;Vitamin K
US2018207277;STABLE FAT-SOLUBLE ACTIVE INGREDIENT COMPOSITION, MICROCAPSULE AND PROCESS OF PREPARATION AND USE THEREOF;Vitamin K
US3138532;WATER-DISPERSIBLE GELATIN COMPOSITIONS CONTAINING FAT-SOLUBLE VITAMIN-ACTIVE MATERIAL, AND PREPARATION OF DROPLETS AND BEADLETS;Vitamin K
US5532002;GELATIN PHARMACEUTICAL FORMULATIONS;Vitamin K
US2018078598;DIETARY SUPPLEMENTS CONTAINING DEHYDRATED STRAWBERRY;Vitamin K
US2016205969;SOLID DIETARY COMPOSITIONS FOR RUMINANTS AND METHODS OF MAKING AND USING THE SAME;Vitamin K
US2006018958;COENZYME Q10 FORMULATION AND PROCESS METHODOLOGY FOR SOFT GEL CAPSULES MANUFACTURING;Cryptoxanthin
US2004116514;COMPOSITIONS FOR PREVENTING HUMAN CANCER AND METHOD OF PREVENTING HUMAN CANCER;Cryptoxanthin
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Cryptoxanthin
US5518736;METHOD OF PREPARING NATURAL-OIL-CONTAINING EMULSIONS AND MICROCAPSULES AND ITS USES;lavender
US2012202694;PRODUCTION OF ENCAPSULATED NANOPARTICLES AT COMMERCIAL SCALE;lavender
US2008095807;COSMETIC SOAP;lavender
US6228387;Integrated comprehensive hemorrhoid treatment compositions and regimen;lavender
US2010310726;NOVEL PREPARATION OF AN ENTERIC RELEASE SYSTEM;lavender
US6337089;Microcapsule containing core material and method for producing the same;lavender
US2006210496;COMPOSITIONS FOR SKIN PROTECTION FROM ULTRAVIOLET DAMAGE;lavender
US5520991;Cosmetic preparations for revitalizing the skin;lavender
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;lavender
US3565559;PROCESS FOR MAKING MICROCAPSULES;rose
US5824323;Skin lotion composition and softgel filled therewith and methods for making and using same;rose
US10206421;STABILIZING COMPOSITION FOR BIOLOGICAL MATERIALS;rose
US6159502;ORAL DELIVERY SYSTEMS FOR MICROPARTICLES;rose
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;rose
US2006210496;COMPOSITIONS FOR SKIN PROTECTION FROM ULTRAVIOLET DAMAGE;rose
US2008095807;COSMETIC SOAP;rose
US5518736;METHOD OF PREPARING NATURAL-OIL-CONTAINING EMULSIONS AND MICROCAPSULES AND ITS USES;rose
US2010159029;COMPOSITION AND NUTRITIONAL SUPPLEMENTS FOR IMPROVING OCULAR HEALTH AND REDUCING OCULAR INFLAMMATORY RESPONSE;rose
US2005158376;DIETARY SUPPLEMENT AND METHOD OF PROCESSING SAME;Resveratrol
US2010203106;METHOD FOR ENCAPSULATING AMINO ACIDS, VITAMINS AND MEDICATIONS AND METHOD FOR INCREASING RUMEN BYPASS OF AMINO ACIDS, VITAMINS AND MEDICATIONS;Cyanobalamin
US2009137523;COMPOSITIONS FOR EXTERNAL APPLICATION, CONTAINING ADENOSYL COBALAMIN FOR IMPROVEMENT OF SKIN DISEASES;Cyanobalamin
US2002004069;Discoloration-resistant vitamin composition;Cyanobalamin
US2011250298;COMPOSITION TO HELP PROTECT A USER AGAINST LIVER DAMAGE FROM ALCOHOL CONSUMPTION;Cyanobalamin
US2011059171;ORAL GALENIC FORMULATION INCLUDING KETOROLAC AND B-COMPLEX VITAMINS, IN WHICH VITAMIN B6 IS IN AN OUTER LAYER SEPARATED FROM THE REST OF THE ACTIVE PRINCIPLES;Cyanobalamin
US5759559;METHOD AND COMPOSITION FOR TREATING ACNE;Cyanobalamin
US3574826;HYDROPHILIC POLYMERS HAVING VITAMINS ABSORBED THEREIN;Cyanobalamin
US2005271754;Composition for prevention or treatment of an alcohol hangover;Cyanobalamin
US6159502;ORAL DELIVERY SYSTEMS FOR MICROPARTICLES;Cyanobalamin
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Cyanobalamin
US2006188607;ORAL COMPOSITIONS COMPRISING EDIBLE OILS AND VITAMINS AND/OR MINERALS AND METHODS FOR MAKING ORAL COMPOSITIONS;Cyanobalamin
US3242051;COATING BY PHASE SEPARATION;Cyanobalamin
US2013149385;NANOFORMULATION OF VITAMIN D DERIVATIVES AND/OR VITAMIN D METABOLITES;Vitamin D5
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Vitamin B3
US2018078598;DIETARY SUPPLEMENTS CONTAINING DEHYDRATED STRAWBERRY;Vitamin B3
US10016363;PRE-SPRAY EMULSIONS AND POWDERS CONTAINING NON-POLAR COMPOUNDS;Vitamin B3
US2011008308;Composition for hair, skin, nails;Vitamin B3
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Vitamin B3
US2016022733;NOVEL FORMULA OF IRON BASED NANOCOMPOSITES FOR RAPID AND EFFICIENT TREATMENT OF IRON DEFICIENCY ANEMIA;Vitamin B3
US2016008241;POWDERED COMPOSITION FOR USE IN THE PREPARATION OF WHITENING COSMETIC COMPOSITIONS;Vitamin B3
US2003170324;25-HYDROXY VITAMIN D3 COMPOSITIONS;Vitamin B3
US2013101569;HAIR GROWTH STIMULANT;Vitamin B3
US2015164816;FORTIFIED MICRONUTRIENT SALT FORMULATIONS;Vitamin B3
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;Vitamin B3
US2002058088;COLOR STABLE IRON FORTIFIED COMPOSITIONS;iodine
US5925381;Encapsulation of oleophilic substances and compositions produced thereby;Oil-soluble vitamin
US2017056339;FORMULATION OF FAT-SOLUBLE VITAMIN;Oil-soluble vitamin
US4670247;PROCESS FOR PREPARING FAT-SOLUBLE VITAMIN ACTIVE BEADLETS;Oil-soluble vitamin
US2691619;FAT-SOLUBLE VITAMIN-CONTAINING PRODUCTS AND PROCESS THEREFOR;Oil-soluble vitamin
US2650895;SPRAY DRIED VITAMIN A AND D EMULSION;Oil-soluble vitamin
US5532002;GELATIN PHARMACEUTICAL FORMULATIONS;Oil-soluble vitamin
US5180747;STABILIZED FAT-SOLUBLE VITAMIN COMPOSITIONS;Oil-soluble vitamin
US3137630;PROCESS FOR PREPARING A DRY, FINELY DIVIDED, GELATIN PARTICLE PRODUCT;Oil-soluble vitamin
US3558323;VITAMIN-CONTAINING COMPOSITION IN BEADLET FORM;Oil-soluble vitamin
US2010158984;Encapsulates;Oil-soluble vitamin
US2003170324;25-HYDROXY VITAMIN D3 COMPOSITIONS;Oil-soluble vitamin
US2006057214;PROCESS FOR THE PRODUCITON OF CROSS-LINKED GELATIN BEADLETS;Oil-soluble vitamin
US3138532;WATER-DISPERSIBLE GELATIN COMPOSITIONS CONTAINING FAT-SOLUBLE VITAMIN-ACTIVE MATERIAL, AND PREPARATION OF DROPLETS AND BEADLETS;Oil-soluble vitamin
US2003193102;ENCAPSULATED AGGLOMERATION OF MICROCAPSULES AND METHOD FOR THE PREPARATION THEREOF;Oil-soluble vitamin
US6325859;PROCESS FOR PREPARING BEADS AS FOOD OR TOBACCO ADDITIVE;Oil-soluble vitamin
US4389419;Vitamin encapsulation;Oil-soluble vitamin
US5126328;PROCESS FOR CROSSLINKING GELATIN;Oil-soluble vitamin
US2003185960;ENCAPSULATION OF FOOD INGREDIENTS;Oil-soluble vitamin
US2011014288;MICROCAPSULES COMPRISING A FAT-SOLUBLE ACTIVE SUBSTANCE;Oil-soluble vitamin
US2851786;METHOD FOR DRYING GELATING CAPSULES;Oil-soluble vitamin
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Oil-soluble vitamin
US2015125498;NEW PARTICLE STABILIZED EMULSIONS AND FOAMS;Oil-soluble vitamin
US2014001662;METHOD FOR PREPARING STABLE-TYPE VITAMIN A MICROCAPSULES CONTINUOUSLY;Oil-soluble vitamin
US10000447;COMPOUNDS FOR TARGETING DRUG DELIVERY AND ENHANCING SIRNA ACTIVITY;Oil-soluble vitamin
US2015164816;FORTIFIED MICRONUTRIENT SALT FORMULATIONS;Oil-soluble vitamin
US3565559;PROCESS FOR MAKING MICROCAPSULES;Oil-soluble vitamin
US2002127303;COMPOSITIONS COMPRISING FAT SOLUBLE SUBSTANCES IN A GLASSY CARBOHYDRATE MATRIX;Oil-soluble vitamin
US2017056339;FORMULATION OF FAT-SOLUBLE VITAMIN;Phytomenadione
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Phytomenadione
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Phytomenadione
US2010291206;ORAL DOSAGE FORM;Phytomenadione
US5532002;GELATIN PHARMACEUTICAL FORMULATIONS;Phytomenadione
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;Phytomenadione
US4089800;METHOD OF PREPARING MICROCAPSULES;aluminum
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Canthaxanthin
US10212957;METHOD FOR PREPARING OIL-DISPERSIBLE CAROTENOID PREPARATION;Canthaxanthin
US5180747;STABILIZED FAT-SOLUBLE VITAMIN COMPOSITIONS;Canthaxanthin
US6020333;Compositions containing in particular, riboflavin, for the local prevention of diseases of the genital and rectal mucus membranes;Canthaxanthin
US2002127303;COMPOSITIONS COMPRISING FAT SOLUBLE SUBSTANCES IN A GLASSY CARBOHYDRATE MATRIX;Canthaxanthin
US3242051;COATING BY PHASE SEPARATION;Urea Resins
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;Vegetable Butters
US6325859;PROCESS FOR PREPARING BEADS AS FOOD OR TOBACCO ADDITIVE;Vegetable Butters
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;Collagen
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;Zinc
US2010158984;Encapsulates;Marine Oil
US2018280333;FISH EGG EXTRACTS, OMEGA-3 LIPID-BASED COMPOSITIONS AND USES THEREOF;Marine Oil
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;Zinc Oxide
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;sulphur
US2018369306;COMPOSITIONS AND METHODS FOR TREATING MEMORY LOSS AND DIMINISHED COGNITION;Methylcobalamin
US2009137523;COMPOSITIONS FOR EXTERNAL APPLICATION, CONTAINING ADENOSYL COBALAMIN FOR IMPROVEMENT OF SKIN DISEASES;Methylcobalamin
US6159502;ORAL DELIVERY SYSTEMS FOR MICROPARTICLES;Methylcobalamin
US2006188607;ORAL COMPOSITIONS COMPRISING EDIBLE OILS AND VITAMINS AND/OR MINERALS AND METHODS FOR MAKING ORAL COMPOSITIONS;Levomefolic acid
US2018280333;FISH EGG EXTRACTS, OMEGA-3 LIPID-BASED COMPOSITIONS AND USES THEREOF;Levomefolic acid
US2017348249;CALCIFEDIOL SOFT CAPSULES;Levomefolic acid
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;turmeric
US4022883;COMPOSITION FOR ALLEVIATION OF UREMIC SYMPTOMS AND METHOD FOR ITS PREPARATION;Retinal
US2005042278;NEW FORMULATION FOR RETINOID-CONTAINING SOFT GELATIN CAPSULES;Retinal
US10000447;COMPOUNDS FOR TARGETING DRUG DELIVERY AND ENHANCING SIRNA ACTIVITY;Retinal
US2013095157;COSMETIC COMPOSITION CONTAINING RETINOL STABILIZED BY POROUS POLYMER BEADS AND NANOEMULSION;Retinal
US10076492;BIODEGRADABLE INTRAVITREAL TYROSINE KINASE IMPLANTS;Retinal
US2010260837;BIOAVAILABLE CAPSULE COMPOSITIONS OF AMORPHOUS ALPHA-(N-SULFONAMIDO)ACETAMIDE COMPOUND;Retinal
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Retinal
US2008194591;ANHYDROUS CRYSTALLINE FORMS OF N-[1-(2-ETHOXYETHYL)-5-(N-ETHYL-N-METHYLAMINO)-7-(4-METHYLPYRIDIN-2-YL-AMINO)-1H-PYRAZOLO[4,3-D]PYRIMIDINE-3-CARBONYL]METHANESULFONAMIDE;Retinal
US2003108598;ZEAXANTHIN FORMULATIONS FOR HUMAN INGESTION;Retinal
US2010028459;NUTRITIONAL SUPPLEMENT COMPOSITION FOR TREATMENT OF OCULAR DISEASES;Retinal
US2005271705;RETINOID-CONTAINING SUSTAINED RELEASE INTRAOCULAR DRUG DELIVERY SYSTEM AND RELATED METHODS;Retinal
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Retinal
US2004224032;COMPOSITION COMPRISING MICRO-ENCAPSULATED IRON;Iron
US6436453;PRODUCTION OF OIL ENCAPSULATED MINERALS AND VITAMINS IN A GLASSY MATRIX;Iron
US2002004069;Discoloration-resistant vitamin composition;Water-soluble vitamin
US2007141133;GLUTATHIONE BASED DELIVERY SYSTEM;Water-soluble vitamin
US10016363;PRE-SPRAY EMULSIONS AND POWDERS CONTAINING NON-POLAR COMPOUNDS;Water-soluble vitamin
US5126328;PROCESS FOR CROSSLINKING GELATIN;Water-soluble vitamin
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;Water-soluble vitamin
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;camphor
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Retinoic Acid
US2005042278;NEW FORMULATION FOR RETINOID-CONTAINING SOFT GELATIN CAPSULES;Retinoic Acid
US2005271705;RETINOID-CONTAINING SUSTAINED RELEASE INTRAOCULAR DRUG DELIVERY SYSTEM AND RELATED METHODS;Retinoic Acid
US5145675;TWO STEP METHOD FOR PREPARATION OF CONTROLLED RELEASE FORMULATIONS;Retinoic Acid
US2002025338;BIOAVAILABLE DOSAGE FORM OF ISOTRENTINOIN;Retinoic Acid
US10000447;COMPOUNDS FOR TARGETING DRUG DELIVERY AND ENHANCING SIRNA ACTIVITY;Retinoic Acid
US2005214357;LIPOSOME AND PREPARATION METHOD OF THE SAME;Retinoic Acid
US2002106339;COMPOSITIONS AND METHODS USING DIRECT MMP INHIBITORS FOR INHIBITING PHOTOAGING OF SKIN;Retinoic Acid
US2003180719;HUMAN CELLULAR PROTEIN GASTROINTESTINAL GLUTATHIONE PEROXIDASE AS TARGET FOR MEDICAL INTERVENTION AGAINST HEPATITIS C VIRUS INFECTIONS;Retinoic Acid
US10098849;ANTI-RADICAL AGENTS;Retinoic Acid
US4464394;Compositions and methods for using 13-cis vitamin A acid compounds;Retinoic Acid
US2010291206;ORAL DOSAGE FORM;Menaquinones
US10016363;PRE-SPRAY EMULSIONS AND POWDERS CONTAINING NON-POLAR COMPOUNDS;Menaquinones
US2017056339;FORMULATION OF FAT-SOLUBLE VITAMIN;Menaquinones
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;black pepper
US6337089;Microcapsule containing core material and method for producing the same;black pepper
US2003180719;HUMAN CELLULAR PROTEIN GASTROINTESTINAL GLUTATHIONE PEROXIDASE AS TARGET FOR MEDICAL INTERVENTION AGAINST HEPATITIS C VIRUS INFECTIONS;black pepper
US6426080;COSMETIC PREPARATION OF ACTIVE SUBSTANCES WITH HIGH PROTECTION FACTOR AGAINST FREE RADICALS;black pepper
US2018207277;STABLE FAT-SOLUBLE ACTIVE INGREDIENT COMPOSITION, MICROCAPSULE AND PROCESS OF PREPARATION AND USE THEREOF;black pepper
US2016250128;TARGETED CAPSULES FOR THE DELIVERY OF SKIN WHITENING AGENTS IN THE SKIN;black pepper
US2005097640;METHODS FOR ENHANCING STRESS TOLERANCE IN PLANTS AND COMPOSITIONS THEREOF;black pepper
US2010159029;COMPOSITION AND NUTRITIONAL SUPPLEMENTS FOR IMPROVING OCULAR HEALTH AND REDUCING OCULAR INFLAMMATORY RESPONSE;black pepper
US2018325915;CHLOROPHYLL COMPOSITION;black pepper
US2007077308;CONTINUOUS MULTI-MICROENCAPSULATION PROCESS FOR IMPROVING THE STABILITY AND STORAGE LIFE OF BIOLOGICALLY ACTIVE INGREDIENTS;black pepper
US6989150;Cosmetic preparation of active substances with a synergistically increased radical protection factor;black pepper
US2013316004;COMPOSITIONS AND METHODS FOR STABILIZING SUSCEPTIBLE COMPOUNDS;black pepper
US2015230499;DIETARY COMPOSITIONS COMPRISING CAPSULES OBTAINED BY COACERVATION WITHOUT THE USE OF TOXIC CROSS-LINKING AGENTS;black pepper
US2009137523;COMPOSITIONS FOR EXTERNAL APPLICATION, CONTAINING ADENOSYL COBALAMIN FOR IMPROVEMENT OF SKIN DISEASES;Hydroxocobalamin
US6159502;ORAL DELIVERY SYSTEMS FOR MICROPARTICLES;Hydroxocobalamin
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Hydroxocobalamin
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Norbixin
US2004116514;COMPOSITIONS FOR PREVENTING HUMAN CANCER AND METHOD OF PREVENTING HUMAN CANCER;Phytoene
US6436453;PRODUCTION OF OIL ENCAPSULATED MINERALS AND VITAMINS IN A GLASSY MATRIX;Calcium Carbonate
US6468568;OLIGOSACCHARIDE ENCAPSULATED MINERAL AND VITAMIN INGREDIENTS;Calcium Carbonate
US6468568;OLIGOSACCHARIDE ENCAPSULATED MINERAL AND VITAMIN INGREDIENTS;calcium
US6436453;PRODUCTION OF OIL ENCAPSULATED MINERALS AND VITAMINS IN A GLASSY MATRIX;calcium
US2519487;MULTIVITAMIN PREPARATION;calcium
US6436453;PRODUCTION OF OIL ENCAPSULATED MINERALS AND VITAMINS IN A GLASSY MATRIX;Tri-Calcium Phosphate
US6468568;OLIGOSACCHARIDE ENCAPSULATED MINERAL AND VITAMIN INGREDIENTS;Tri-Calcium Phosphate
US2005048164;COATED CHEWING GUM COMPRISING AN ACTIVE SUBSTANCE HAVING SYSTEMIC ACTIVITY;thyme
US3242051;COATING BY PHASE SEPARATION;urea
US2010158984;Encapsulates;copper salts
US2013316004;COMPOSITIONS AND METHODS FOR STABILIZING SUSCEPTIBLE COMPOUNDS;ethanolamine
US6325859;PROCESS FOR PREPARING BEADS AS FOOD OR TOBACCO ADDITIVE;peach
US6451351;METHOD FOR PREPARING GEL WITH CALCIUM SALTS OF ORGANIC ACIDS;Arachidonic Acid
US2011021626;ENCAPSULATION OF VITAMIN C INTO WATER SOLUBLE DENDRIMERS;Arachidonic Acid
US2008008742;CHEWY PRODUCTS AND METHODS FOR MAKING THE SAME;Caffeine
US6325859;PROCESS FOR PREPARING BEADS AS FOOD OR TOBACCO ADDITIVE;dill
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;cinnamaldehyde
US2002127303;COMPOSITIONS COMPRISING FAT SOLUBLE SUBSTANCES IN A GLASSY CARBOHYDRATE MATRIX;Citranaxanthin
US2004224032;COMPOSITION COMPRISING MICRO-ENCAPSULATED IRON;iron
US6436453;PRODUCTION OF OIL ENCAPSULATED MINERALS AND VITAMINS IN A GLASSY MATRIX;iron
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Crocetin
US2004116514;COMPOSITIONS FOR PREVENTING HUMAN CANCER AND METHOD OF PREVENTING HUMAN CANCER;Phytofluene
US2011262553;COMPOSITIONS SUITABLE FOR TREATING CUTANEOUS SIGNS OF AGING;sodium
US2006051425;METHOD OF MICROENCAPSULATION;Rutin
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Menadiol
US2002058088;COLOR STABLE IRON FORTIFIED COMPOSITIONS;iodine
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;acetaldehyde
US2013316004;COMPOSITIONS AND METHODS FOR STABILIZING SUSCEPTIBLE COMPOUNDS;ethanolamine
US2008213246;SUPPLEMENTS FOR PAIN MANAGEMENT;Pyritinol
US5292534;Sustained release composition and method utilizing xanthan gum and an active ingredient;Pyritinol
US2008131501;ENHANCED IMMEDIATE RELEASE FORMULATIONS OF TOPIRAMATE;Pyritinol
US2006051425;METHOD OF MICROENCAPSULATION;Iron Oxides
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;Acetaldehyde
US3242051;COATING BY PHASE SEPARATION;urea
US2011262553;COMPOSITIONS SUITABLE FOR TREATING CUTANEOUS SIGNS OF AGING;Delta-carotene
US2001009926;MESOZEAXANTHIN FORMULATIONS FOR TREATMENT OF RETINAL DISORDERS;Delta-carotene
US10098849;ANTI-RADICAL AGENTS;Delta-carotene
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;sulfur
US2010203106;METHOD FOR ENCAPSULATING AMINO ACIDS, VITAMINS AND MEDICATIONS AND METHOD FOR INCREASING RUMEN BYPASS OF AMINO ACIDS, VITAMINS AND MEDICATIONS;L-Lysine Monohydrochloride
US2010203106;METHOD FOR ENCAPSULATING AMINO ACIDS, VITAMINS AND MEDICATIONS AND METHOD FOR INCREASING RUMEN BYPASS OF AMINO ACIDS, VITAMINS AND MEDICATIONS;L-Lysine
US2001009926;MESOZEAXANTHIN FORMULATIONS FOR TREATMENT OF RETINAL DISORDERS;Meso-zeaxanthin
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;Annatto
US6337089;Microcapsule containing core material and method for producing the same;2-ethylhexyl p-methoxycinnamate
US2013149385;NANOFORMULATION OF VITAMIN D DERIVATIVES AND/OR VITAMIN D METABOLITES;Vitamin D4
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;methyl sulfonylmethane
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Apocarotenal
US2002127303;COMPOSITIONS COMPRISING FAT SOLUBLE SUBSTANCES IN A GLASSY CARBOHYDRATE MATRIX;Apocarotenal
US2004213857;MULTI-VITAMIN AND MINERAL SUPPLEMENT FOR PREGNANT WOMEN;Biotin
US2002004069;Discoloration-resistant vitamin composition;Biotin
US2002172721;VITAMIN FORMULATION FOR CARDIOVASCULAR HEALTH;Biotin
US2011008308;Composition for hair, skin, nails;Biotin
US5759559;METHOD AND COMPOSITION FOR TREATING ACNE;Biotin
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Biotin
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;Biotin
US2013101569;HAIR GROWTH STIMULANT;Biotin
US2010260837;BIOAVAILABLE CAPSULE COMPOSITIONS OF AMORPHOUS ALPHA-(N-SULFONAMIDO)ACETAMIDE COMPOUND;Tocofersolan
US2002146400;COMPOSITION FOR REDUCING PLASMA TRIGLYCERIDES, PLATELET AGGREGATION, AND OXIDATIVE CAPACITY;Pantethine
US2010260837;BIOAVAILABLE CAPSULE COMPOSITIONS OF AMORPHOUS ALPHA-(N-SULFONAMIDO)ACETAMIDE COMPOUND;(2R)-2-[[(4-chlorophenyl)sulfonyl][[2-fluoro-4-(1,2,4-oxadiazol-3-yl)phenyl]methyl]amino]-5,5,5-trifluoropentanamide
